game_id,timestamp,result,mode,planning,planning_params,army_a,army_b,round,player,unit,action,shoot_target,charge_target,value_before,value_after,value_delta,shadow_unit,shadow_action,shadow_reason,shadow_charge_target,shadow_shoot_target,shadow_value,diverged,shadow_dest,shadow_dest_shoot_target,shadow_pos_shoot_target
20260420_231416,2026-04-20T23:14:16.047198,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #30 (1990pts): great_elemental, jetbike_strikers, shifters_combined, retributors_combined, protectors_combined, combat_walker, jetbike_strikers, elven_noble, elven_noble, elite_protector","HoF_ml #26 (1975pts): support_artillery, heavy_jetbike, shifters, shifters, great_elemental, vanquishers, retributors, strikers, protectors_combined, scorchers",4,B,Player B's Heavy Jetbike,rush,,,-0.7745,-0.6057,0.1689,,,,,,,False,,,
20260420_231416,2026-04-20T23:14:16.047225,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #30 (1990pts): great_elemental, jetbike_strikers, shifters_combined, retributors_combined, protectors_combined, combat_walker, jetbike_strikers, elven_noble, elven_noble, elite_protector","HoF_ml #26 (1975pts): support_artillery, heavy_jetbike, shifters, shifters, great_elemental, vanquishers, retributors, strikers, protectors_combined, scorchers",4,A,Player A's Retributors (Combined),charge,,Player B's Scorchers,0.5867,0.6602,0.0735,Player A's Elven Noble 1,advance,model chose advance,,Player B's Heavy Jetbike,0.0000,True,,,
20260420_231416,2026-04-20T23:14:16.047256,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #30 (1990pts): great_elemental, jetbike_strikers, shifters_combined, retributors_combined, protectors_combined, combat_walker, jetbike_strikers, elven_noble, elven_noble, elite_protector","HoF_ml #26 (1975pts): support_artillery, heavy_jetbike, shifters, shifters, great_elemental, vanquishers, retributors, strikers, protectors_combined, scorchers",4,B,Player B's Support Artillery,hold,,,-0.7289,-0.7303,-0.0014,,,,,,,False,,,
20260420_231416,2026-04-20T23:14:16.047283,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #30 (1990pts): great_elemental, jetbike_strikers, shifters_combined, retributors_combined, protectors_combined, combat_walker, jetbike_strikers, elven_noble, elven_noble, elite_protector","HoF_ml #26 (1975pts): support_artillery, heavy_jetbike, shifters, shifters, great_elemental, vanquishers, retributors, strikers, protectors_combined, scorchers",4,A,Player A's Jetbike Strikers 2,rush,,,0.6921,0.7993,0.1071,Player A's Elite Protector,charge,model chose charge,Player B's Heavy Jetbike,,0.0000,True,"37,39",,
20260420_231416,2026-04-20T23:14:16.047314,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #30 (1990pts): great_elemental, jetbike_strikers, shifters_combined, retributors_combined, protectors_combined, combat_walker, jetbike_strikers, elven_noble, elven_noble, elite_protector","HoF_ml #26 (1975pts): support_artillery, heavy_jetbike, shifters, shifters, great_elemental, vanquishers, retributors, strikers, protectors_combined, scorchers",4,A,Player A's Elite Protector,charge,,Player B's Heavy Jetbike,0.7993,0.9081,0.1088,Player A's Great Elemental,rush,model chose rush,,,0.0000,True,,,
20260420_231416,2026-04-20T23:14:16.047343,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #30 (1990pts): great_elemental, jetbike_strikers, shifters_combined, retributors_combined, protectors_combined, combat_walker, jetbike_strikers, elven_noble, elven_noble, elite_protector","HoF_ml #26 (1975pts): support_artillery, heavy_jetbike, shifters, shifters, great_elemental, vanquishers, retributors, strikers, protectors_combined, scorchers",4,A,Player A's Shifters (Combined),hold,,,0.9081,0.9037,-0.0044,Player A's Great Elemental,rush,model chose rush,,,0.0000,True,"37,41",,
20260420_231416,2026-04-20T23:14:16.047372,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #30 (1990pts): great_elemental, jetbike_strikers, shifters_combined, retributors_combined, protectors_combined, combat_walker, jetbike_strikers, elven_noble, elven_noble, elite_protector","HoF_ml #26 (1975pts): support_artillery, heavy_jetbike, shifters, shifters, great_elemental, vanquishers, retributors, strikers, protectors_combined, scorchers",4,A,Player A's Great Elemental,hold,,,0.9037,0.9062,0.0026,Player A's Great Elemental,rush,model chose rush,,,0.0000,True,"33,25",,
20260420_233100,2026-04-20T23:31:00.414769,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #12 (2000pts): support_artillery, jetbike_strikers, shifters, shifters, ag_tank, protectors, support_artillery, retributors, protectors, heavy_jetbike",1,B,Player B's AG Tank,advance,,,0.2321,0.2582,0.0261,,,,,,,False,,,
20260420_233100,2026-04-20T23:31:00.414808,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #12 (2000pts): support_artillery, jetbike_strikers, shifters, shifters, ag_tank, protectors, support_artillery, retributors, protectors, heavy_jetbike",1,A,Player A's Heavy Jetbike,advance,Player B's Protectors 2,,-0.2146,-0.2513,-0.0367,Player A's Elemental Strikers,rush,model chose rush,,,0.0000,True,"16,15",Player B's Protectors 2,Player B's Protectors 2
20260420_233100,2026-04-20T23:31:00.414838,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #12 (2000pts): support_artillery, jetbike_strikers, shifters, shifters, ag_tank, protectors, support_artillery, retributors, protectors, heavy_jetbike",1,B,Player B's Heavy Jetbike,advance,,,0.3132,0.3436,0.0305,,,,,,,False,,,
20260420_233100,2026-04-20T23:31:00.414858,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #12 (2000pts): support_artillery, jetbike_strikers, shifters, shifters, ag_tank, protectors, support_artillery, retributors, protectors, heavy_jetbike",1,A,Player A's Retributors 1,advance,,,-0.2505,-0.2554,-0.0049,Player A's Elemental Strikers,rush,model chose rush,,,0.0000,True,"37,12",,
20260420_233100,2026-04-20T23:31:00.414879,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #12 (2000pts): support_artillery, jetbike_strikers, shifters, shifters, ag_tank, protectors, support_artillery, retributors, protectors, heavy_jetbike",1,B,Player B's Protectors 2,rush,,,0.3232,0.2779,-0.0453,,,,,,,False,,,
20260420_233100,2026-04-20T23:31:00.414898,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #12 (2000pts): support_artillery, jetbike_strikers, shifters, shifters, ag_tank, protectors, support_artillery, retributors, protectors, heavy_jetbike",1,A,Player A's Elemental Protectors,advance,Player B's Protectors 2,,-0.2170,-0.2200,-0.0031,Player A's Elemental Strikers,rush,model chose rush,,,0.0000,True,"21,16",,Player B's Heavy Jetbike
20260420_233100,2026-04-20T23:31:00.414919,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #12 (2000pts): support_artillery, jetbike_strikers, shifters, shifters, ag_tank, protectors, support_artillery, retributors, protectors, heavy_jetbike",1,B,Player B's Retributors,rush,,,0.3528,0.3577,0.0050,,,,,,,False,,,
20260420_233100,2026-04-20T23:31:00.414937,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #12 (2000pts): support_artillery, jetbike_strikers, shifters, shifters, ag_tank, protectors, support_artillery, retributors, protectors, heavy_jetbike",1,A,Player A's Great Elemental,advance,Player B's Retributors,,-0.2522,-0.3275,-0.0753,Player A's Great Elemental,advance,model chose advance,,Player B's Retributors,0.0000,False,"24,18",Player B's Retributors,Player B's Retributors
20260420_233100,2026-04-20T23:31:00.414958,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #12 (2000pts): support_artillery, jetbike_strikers, shifters, shifters, ag_tank, protectors, support_artillery, retributors, protectors, heavy_jetbike",1,B,Player B's Support Artillery 2,hold,,,0.4493,0.3824,-0.0669,,,,,,,False,,,
20260420_233100,2026-04-20T23:31:00.414976,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #12 (2000pts): support_artillery, jetbike_strikers, shifters, shifters, ag_tank, protectors, support_artillery, retributors, protectors, heavy_jetbike",1,A,Player A's Elemental Strikers,rush,,,-0.3328,-0.3704,-0.0376,Player A's Protectors,advance,model chose advance,,Player B's Support Artillery 1,0.0000,True,"67,23",,
20260420_233100,2026-04-20T23:31:00.414996,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #12 (2000pts): support_artillery, jetbike_strikers, shifters, shifters, ag_tank, protectors, support_artillery, retributors, protectors, heavy_jetbike",1,B,Player B's Jetbike Strikers,rush,,,0.4187,0.4448,0.0261,,,,,,,False,,,
20260420_233100,2026-04-20T23:31:00.415020,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #12 (2000pts): support_artillery, jetbike_strikers, shifters, shifters, ag_tank, protectors, support_artillery, retributors, protectors, heavy_jetbike",1,A,Player A's Protectors,rush,,,-0.3427,-0.2925,0.0502,Player A's Protectors,advance,model chose advance,,Player B's Support Artillery 1,0.0000,True,"36,5",,
20260420_233100,2026-04-20T23:31:00.415042,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #12 (2000pts): support_artillery, jetbike_strikers, shifters, shifters, ag_tank, protectors, support_artillery, retributors, protectors, heavy_jetbike",1,B,Player B's Shifters 2,advance,,,0.3829,0.3846,0.0018,,,,,,,False,,,
20260420_233100,2026-04-20T23:31:00.415060,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #12 (2000pts): support_artillery, jetbike_strikers, shifters, shifters, ag_tank, protectors, support_artillery, retributors, protectors, heavy_jetbike",1,A,Player A's Jetbike Protectors,advance,Player B's Shifters 2,,-0.2902,-0.1419,0.1483,Player A's Jetbike Protectors,charge,model chose charge,Player B's Shifters 2,,0.0000,True,"34,15",Player B's Shifters 2,Player B's Shifters 2
20260420_233100,2026-04-20T23:31:00.415081,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #12 (2000pts): support_artillery, jetbike_strikers, shifters, shifters, ag_tank, protectors, support_artillery, retributors, protectors, heavy_jetbike",1,B,Player B's Shifters 1,advance,,,0.2812,0.2063,-0.0750,,,,,,,False,,,
20260420_233100,2026-04-20T23:31:00.415134,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #12 (2000pts): support_artillery, jetbike_strikers, shifters, shifters, ag_tank, protectors, support_artillery, retributors, protectors, heavy_jetbike",1,A,Player A's Shifters 2,advance,Player B's Shifters 1,,-0.0740,0.0449,0.1189,Player A's Shifters 2,advance,model chose advance,,Player B's Shifters 1,0.0000,False,"52,23",Player B's Shifters 1,Player B's Shifters 1
20260420_233100,2026-04-20T23:31:00.415191,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #12 (2000pts): support_artillery, jetbike_strikers, shifters, shifters, ag_tank, protectors, support_artillery, retributors, protectors, heavy_jetbike",1,B,Player B's Protectors 1,advance,,,0.0316,0.0350,0.0034,,,,,,,False,,,
20260420_233100,2026-04-20T23:31:00.415208,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #12 (2000pts): support_artillery, jetbike_strikers, shifters, shifters, ag_tank, protectors, support_artillery, retributors, protectors, heavy_jetbike",1,A,Player A's Retributors 2,rush,,,0.0512,0.1307,0.0795,Player A's Retributors 2,advance,model chose advance,,Player B's Support Artillery 1,0.0000,True,"31,9",,
20260420_233100,2026-04-20T23:31:00.415227,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #12 (2000pts): support_artillery, jetbike_strikers, shifters, shifters, ag_tank, protectors, support_artillery, retributors, protectors, heavy_jetbike",1,B,Player B's Support Artillery 1,hold,,,-0.0229,0.0751,0.0979,,,,,,,False,,,
20260420_233100,2026-04-20T23:31:00.415265,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #12 (2000pts): support_artillery, jetbike_strikers, shifters, shifters, ag_tank, protectors, support_artillery, retributors, protectors, heavy_jetbike",2,A,Player A's Retributors 2,charge,,Player B's Shifters 1,0.1370,0.2319,0.0949,Player A's Retributors 2,charge,model chose charge,Player B's Shifters 2,,0.0000,False,,,
20260420_233100,2026-04-20T23:31:00.415284,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #12 (2000pts): support_artillery, jetbike_strikers, shifters, shifters, ag_tank, protectors, support_artillery, retributors, protectors, heavy_jetbike",2,B,Player B's Heavy Jetbike,advance,,,0.0026,-0.0425,-0.0451,,,,,,,False,,,
20260420_233100,2026-04-20T23:31:00.415301,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #12 (2000pts): support_artillery, jetbike_strikers, shifters, shifters, ag_tank, protectors, support_artillery, retributors, protectors, heavy_jetbike",2,A,Player A's Elemental Protectors,advance,Player B's Protectors 2,,0.2224,0.2359,0.0135,Player A's Elemental Strikers,rush,model chose rush,,,0.0000,True,"14,16",Player B's Retributors,Player B's Protectors 2
20260420_233100,2026-04-20T23:31:00.415338,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #12 (2000pts): support_artillery, jetbike_strikers, shifters, shifters, ag_tank, protectors, support_artillery, retributors, protectors, heavy_jetbike",2,B,Player B's Shifters 2,advance,,,-0.0766,-0.0721,0.0045,,,,,,,False,,,
20260420_233100,2026-04-20T23:31:00.415372,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #12 (2000pts): support_artillery, jetbike_strikers, shifters, shifters, ag_tank, protectors, support_artillery, retributors, protectors, heavy_jetbike",2,A,Player A's Heavy Jetbike,advance,Player B's Retributors,,0.2336,0.2771,0.0434,Player A's Elemental Strikers,rush,model chose rush,,,0.0000,True,"17,13",Player B's Shifters 2,Player B's Shifters 2
20260420_233100,2026-04-20T23:31:00.415392,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #12 (2000pts): support_artillery, jetbike_strikers, shifters, shifters, ag_tank, protectors, support_artillery, retributors, protectors, heavy_jetbike",2,B,Player B's Protectors 1,advance,,,-0.1358,-0.0928,0.0430,,,,,,,False,,,
20260420_233100,2026-04-20T23:31:00.415409,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #12 (2000pts): support_artillery, jetbike_strikers, shifters, shifters, ag_tank, protectors, support_artillery, retributors, protectors, heavy_jetbike",2,A,Player A's Jetbike Protectors,advance,Player B's Protectors 1,,0.1858,0.1716,-0.0141,Player A's Elemental Strikers,rush,model chose rush,,,0.0000,True,"35,17",Player B's Shifters 2,Player B's Shifters 2
20260420_233100,2026-04-20T23:31:00.415429,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #12 (2000pts): support_artillery, jetbike_strikers, shifters, shifters, ag_tank, protectors, support_artillery, retributors, protectors, heavy_jetbike",2,B,Player B's Jetbike Strikers,charge,,,-0.1504,-0.2236,-0.0732,,,,,,,False,,,
20260420_233100,2026-04-20T23:31:00.415446,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #12 (2000pts): support_artillery, jetbike_strikers, shifters, shifters, ag_tank, protectors, support_artillery, retributors, protectors, heavy_jetbike",2,A,Player A's Retributors 1,charge,,Player B's Jetbike Strikers,0.1563,0.2238,0.0675,Player A's Elemental Strikers,rush,model chose rush,,,0.0000,True,,,
20260420_233100,2026-04-20T23:31:00.415465,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #12 (2000pts): support_artillery, jetbike_strikers, shifters, shifters, ag_tank, protectors, support_artillery, retributors, protectors, heavy_jetbike",2,B,Player B's Support Artillery 2,hold,,,-0.2539,-0.2320,0.0219,,,,,,,False,,,
20260420_233100,2026-04-20T23:31:00.415492,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #12 (2000pts): support_artillery, jetbike_strikers, shifters, shifters, ag_tank, protectors, support_artillery, retributors, protectors, heavy_jetbike",2,A,Player A's Elemental Strikers,rush,,,0.1779,0.3052,0.1273,Player A's Elemental Strikers,rush,model chose rush,,,0.0000,False,"53,20",,
20260420_233100,2026-04-20T23:31:00.415512,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #12 (2000pts): support_artillery, jetbike_strikers, shifters, shifters, ag_tank, protectors, support_artillery, retributors, protectors, heavy_jetbike",2,B,Player B's Support Artillery 1,hold,,,-0.2710,-0.2931,-0.0222,,,,,,,False,,,
20260420_233100,2026-04-20T23:31:00.415551,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #12 (2000pts): support_artillery, jetbike_strikers, shifters, shifters, ag_tank, protectors, support_artillery, retributors, protectors, heavy_jetbike",2,A,Player A's Great Elemental,charge,,Player B's Heavy Jetbike,0.3629,0.1406,-0.2223,Player A's Great Elemental,charge,model chose charge,Player B's Heavy Jetbike,,0.0000,False,,,
20260420_233100,2026-04-20T23:31:00.415571,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #12 (2000pts): support_artillery, jetbike_strikers, shifters, shifters, ag_tank, protectors, support_artillery, retributors, protectors, heavy_jetbike",2,B,Player B's AG Tank,advance,,,-0.0973,-0.2491,-0.1517,,,,,,,False,,,
20260420_233100,2026-04-20T23:31:00.415604,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #12 (2000pts): support_artillery, jetbike_strikers, shifters, shifters, ag_tank, protectors, support_artillery, retributors, protectors, heavy_jetbike",3,A,Player A's Jetbike Protectors,advance,Player B's Shifters 2,,0.2802,0.1882,-0.0920,Player A's Retributors 1,charge,model chose charge,Player B's Jetbike Strikers,,0.0000,True,"44,23",Player B's Shifters 2,Player B's Protectors 1
20260420_233100,2026-04-20T23:31:00.415624,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #12 (2000pts): support_artillery, jetbike_strikers, shifters, shifters, ag_tank, protectors, support_artillery, retributors, protectors, heavy_jetbike",3,B,Player B's Heavy Jetbike,advance,,,-0.2606,-0.2797,-0.0191,,,,,,,False,,,
20260420_233100,2026-04-20T23:31:00.415641,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #12 (2000pts): support_artillery, jetbike_strikers, shifters, shifters, ag_tank, protectors, support_artillery, retributors, protectors, heavy_jetbike",3,A,Player A's Heavy Jetbike,advance,Player B's Jetbike Strikers,,0.2034,0.2447,0.0412,Player A's Elemental Protectors,advance,model chose advance,,Player B's Jetbike Strikers,0.0000,True,"20,22",Player B's Protectors 1,Player B's Protectors 1
20260420_233100,2026-04-20T23:31:00.415661,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #12 (2000pts): support_artillery, jetbike_strikers, shifters, shifters, ag_tank, protectors, support_artillery, retributors, protectors, heavy_jetbike",3,B,Player B's Protectors 1,advance,,,-0.3387,-0.3548,-0.0162,,,,,,,False,,,
20260420_233100,2026-04-20T23:31:00.415678,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #12 (2000pts): support_artillery, jetbike_strikers, shifters, shifters, ag_tank, protectors, support_artillery, retributors, protectors, heavy_jetbike",3,A,Player A's Retributors 1,charge,,Player B's Jetbike Strikers,0.2700,0.5769,0.3069,Player A's Retributors 1,charge,model chose charge,Player B's Jetbike Strikers,,0.0000,False,,,
20260420_233100,2026-04-20T23:31:00.415698,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #12 (2000pts): support_artillery, jetbike_strikers, shifters, shifters, ag_tank, protectors, support_artillery, retributors, protectors, heavy_jetbike",3,B,Player B's AG Tank,charge,,,-0.6212,-0.5665,0.0547,,,,,,,False,,,
20260420_233100,2026-04-20T23:31:00.415714,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #12 (2000pts): support_artillery, jetbike_strikers, shifters, shifters, ag_tank, protectors, support_artillery, retributors, protectors, heavy_jetbike",3,A,Player A's Great Elemental,charge,,Player B's Heavy Jetbike,0.3696,0.4940,0.1244,Player A's Elemental Protectors,advance,model chose advance,,Player B's Protectors 1,0.0000,True,,,
20260420_233100,2026-04-20T23:31:00.415733,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #12 (2000pts): support_artillery, jetbike_strikers, shifters, shifters, ag_tank, protectors, support_artillery, retributors, protectors, heavy_jetbike",3,B,Player B's Support Artillery 1,hold,,,-0.5989,-0.6072,-0.0083,,,,,,,False,,,
20260420_233100,2026-04-20T23:31:00.415750,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #12 (2000pts): support_artillery, jetbike_strikers, shifters, shifters, ag_tank, protectors, support_artillery, retributors, protectors, heavy_jetbike",3,A,Player A's Elemental Protectors,advance,Player B's Protectors 1,,0.5601,0.5374,-0.0226,Player A's Elemental Protectors,advance,model chose advance,,Player B's Protectors 1,0.0000,False,"24,24",Player B's Protectors 1,Player B's Protectors 1
20260420_233100,2026-04-20T23:31:00.415771,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #12 (2000pts): support_artillery, jetbike_strikers, shifters, shifters, ag_tank, protectors, support_artillery, retributors, protectors, heavy_jetbike",3,B,Player B's Support Artillery 2,hold,,,-0.5978,-0.5817,0.0161,,,,,,,False,,,
20260420_233100,2026-04-20T23:31:00.415798,win,objectives,True,"K=4,C=4,M=32,N=6","HoF_ml rank #16 (1975pts): heavy_jetbike, elemental_protectors, great_elemental, retributors, retributors, protectors, jetbike_protectors, shifters, shifters, elemental_strikers","HoF_ml #12 (2000pts): support_artillery, jetbike_strikers, shifters, shifters, ag_tank, protectors, support_artillery, retributors, protectors, heavy_jetbike",3,A,Player A's Elemental Strikers,advance,,,0.5720,0.6930,0.1210,Player A's Elemental Strikers,charge,model chose charge,Player B's Support Artillery 1,,0.0000,True,"55,33",,
